1045;20130202T0100;80
1045;20130202T0200;80
1045;20130202T0300;80
1045;20130202T0400;80
1045;20130202T0500;80
1045;20130202T0600;80
1045;20130202T0700;80
1045;20130202T0800;80
1045;20130202T0900;80
1045;20130202T1000;80
1045;20130202T1100;80
1045;20130202T1200;0
1045;20130202T1300;0
1045;20130202T1400;0
1045;20130202T1500;0
1045;20130202T1600;80
1045;20130202T1700;80
1045;20130202T1800;80
1045;20130202T1900;80
1045;20130202T2000;80
1045;20130202T2100;80
1045;20130202T2200;0
1045;20130202T2300;0
1045;20130202T2400;0
1703;20130202T0100;0
1703;20130202T0200;0
1703;20130202T0300;0
1703;20130202T0400;0
1703;20130202T0500;0
1703;20130202T0600;0
1703;20130202T0700;0
1703;20130202T0800;0
1703;20130202T0900;0
1703;20130202T1000;0
1703;20130202T1100;0
1703;20130202T1200;0
1703;20130202T1300;0
1703;20130202T1400;0
1703;20130202T1500;80
1703;20130202T1600;80
1703;20130202T1700;80
1703;20130202T1800;80
1703;20130202T1900;80
1703;20130202T2000;80
1703;20130202T2100;80
1703;20130202T2200;80
1703;20130202T2300;0
1703;20130202T2400;0
1704;20130202T0100;80
1704;20130202T0200;80
1704;20130202T0300;80
1704;20130202T0400;80
1704;20130202T0500;80
1704;20130202T0600;80
1704;20130202T0700;80
1704;20130202T0800;80
1704;20130202T0900;80
1704;20130202T1000;80
1704;20130202T1100;80
1704;20130202T1200;80
1704;20130202T1300;80
1704;20130202T1400;80
1704;20130202T1500;0
1704;20130202T1600;0
1704;20130202T1700;80
1704;20130202T1800;80
1704;20130202T1900;80
1704;20130202T2000;80
1704;20130202T2100;80
1704;20130202T2200;80
1704;20130202T2300;80
1704;20130202T2400;0
1046;20130202T0100;240
1046;20130202T0200;240
1046;20130202T0300;240
1046;20130202T0400;240
1046;20130202T0500;240
1046;20130202T0600;240
1046;20130202T0700;240
1046;20130202T0800;240
1046;20130202T0900;240
1046;20130202T1000;240
1046;20130202T1100;240
1046;20130202T1200;240
1046;20130202T1300;240
1046;20130202T1400;240
1046;20130202T1500;240
1046;20130202T1600;240
1046;20130202T1700;160
1046;20130202T1800;160
1046;20130202T1900;160
1046;20130202T2000;160
1046;20130202T2100;160
1046;20130202T2200;160
1046;20130202T2300;160
1046;20130202T2400;75
