1;20120622T0100;80
1;20120622T0200;80
1;20120622T0300;80
1;20120622T0400;80
1;20120622T0500;80
1;20120622T0600;400
1;20120622T0700;670
1;20120622T0800;800
1;20120622T0900;860
1;20120622T1000;860
1;20120622T1100;860
1;20120622T1200;860
1;20120622T1300;770
1;20120622T1400;770
1;20120622T1500;500
1;20120622T1600;500
1;20120622T1700;500
1;20120622T1800;500
1;20120622T1900;600
1;20120622T2000;820
1;20120622T2100;820
1;20120622T2200;820
1;20120622T2300;610
1;20120622T2400;80
2;20120622T0100;40
2;20120622T0200;40
2;20120622T0300;40
2;20120622T0400;40
2;20120622T0500;70
2;20120622T0600;80
2;20120622T0700;90
2;20120622T0800;120
2;20120622T0900;160
2;20120622T1000;140
2;20120622T1100;140
2;20120622T1200;140
2;20120622T1300;160
2;20120622T1400;100
2;20120622T1500;70
2;20120622T1600;80
2;20120622T1700;90
2;20120622T1800;100
2;20120622T1900;140
2;20120622T2000;140
2;20120622T2100;140
2;20120622T2200;140
2;20120622T2300;140
2;20120622T2400;0
3;20120622T0100;80
3;20120622T0200;80
3;20120622T0300;80
3;20120622T0400;80
3;20120622T0500;80
3;20120622T0600;400
3;20120622T0700;600
3;20120622T0800;680
3;20120622T0900;700
3;20120622T1000;720
3;20120622T1100;720
3;20120622T1200;720
3;20120622T1300;700
3;20120622T1400;700
3;20120622T1500;430
3;20120622T1600;430
3;20120622T1700;430
3;20120622T1800;430
3;20120622T1900;460
3;20120622T2000;680
3;20120622T2100;680
3;20120622T2200;680
3;20120622T2300;470
3;20120622T2400;80
