2;20120814T0100;0
2;20120814T0200;0
2;20120814T0300;0
2;20120814T0400;0
2;20120814T0500;0
2;20120814T0540;0
2;20120814T0630;100
2;20120814T0700;100
2;20120814T0800;100
2;20120814T0900;100
2;20120814T1000;100
2;20120814T1100;100
2;20120814T1200;100
2;20120814T1300;100
2;20120814T1400;100
2;20120814T1500;400
2;20120814T1600;400
2;20120814T1700;400
2;20120814T1800;400
2;20120814T1900;400
2;20120814T2000;400
2;20120814T2100;400
2;20120814T2200;400
2;20120814T2300;400
2;20120814T2400;400
3;20120814T0100;0
3;20120814T0200;0
3;20120814T0300;0
3;20120814T0400;0
3;20120814T0500;0
3;20120814T0600;80
3;20120814T0700;80
3;20120814T0800;80
3;20120814T0900;80
3;20120814T1000;80
3;20120814T1100;80
3;20120814T1200;80
3;20120814T1300;80
3;20120814T1400;80
3;20120814T1500;700
3;20120814T1600;700
3;20120814T1700;700
3;20120814T1800;700
3;20120814T1900;700
3;20120814T2000;500
3;20120814T2100;500
3;20120814T2200;500
3;20120814T2300;500
3;20120814T2400;500
